permno,month,ret_excess,mkt_excess,smb,hml,beta,size,bm
10044,2005-04-01,-0.19910042903423308,-0.026099999999999998,-0.0394,7.000000000000001e-4,-0.22709145465667843,-0.24992757077043312,-1.1441588631760609
10044,2005-05-01,0.1868983466386795,0.0365,0.028900000000000002,-0.0064,-0.24191888807493103,-0.24128351448925997,-1.1441588631760609
10044,2005-06-01,0.2465681972026825,0.005699999999999999,0.0258,0.028300000000000002,-0.1808014595999075,-0.24264704447202823,-1.1441588631760609
10044,2005-07-01,0.09396367112398148,0.0392,0.0291,-0.0079,-0.1949843874615464,-0.2468697224808383,-1.3655289181361006
10044,2005-08-01,-0.252689057469368,-0.012199999999999999,-0.0097,0.0132,0.04737466778061095,-0.24862969404977775,-1.3655289181361006
10044,2005-09-01,-0.1931385056018829,0.0049,-0.006500000000000001,0.0070999999999999995,0.024979161599619132,-0.24161579909392594,-1.3655289181361006
10044,2005-10-01,0.0836013193011284,-0.0202,-0.0125,0.0042,0.006704297373195695,-0.24756510226232858,-1.3655289181361006
10044,2005-11-01,-0.015079778297245501,0.0361,0.009899999999999999,-0.0116,-0.26688344091873284,-0.24570727785965712,-1.3655289181361006
10044,2005-12-01,0.040133247303962706,-0.0025,-0.0042,0.002,-0.2560830981421083,-0.240664119649537,-1.3655289181361006
10044,2006-01-01,-0.14763854479789731,0.0304,0.053899999999999997,0.0108,-0.4783960625869543,-0.24721397441808443,-1.3655289181361006
10044,2006-02-01,0.1042812595129013,-0.003,-0.0038,-0.0034000000000000002,-0.5390866436361582,-0.24413045220482302,-1.3655289181361006
10044,2006-03-01,0.024809365394711493,0.0146,0.0344,0.006,-0.25100852451338396,-0.248865216291777,-1.3655289181361006
10044,2006-04-01,-0.02512642048895359,0.0073,-0.014199999999999999,0.023399999999999997,-0.16691502051498375,-0.24980555361769244,-1.3655289181361006
10044,2006-05-01,-0.1253355907678604,-0.035699999999999996,-0.0296,0.0241,-0.10026033104662666,-0.26326616080537646,-1.3655289181361006
10044,2006-06-01,-0.041777796387672414,-0.0034999999999999996,-0.0039000000000000003,0.0085,-0.016365965604591484,-0.26907400205800763,-1.3655289181361006
10044,2006-07-01,0.08991842037439346,-0.0078000000000000005,-0.0398,0.026000000000000002,-0.07908412542175765,-0.2671511478410166,-0.9553686896400458
10044,2006-08-01,-0.01686715209931135,0.0203,0.0103,-0.0206,-0.1317578419040843,-0.2645589341936585,-0.9553686896400458
10044,2006-09-01,-0.031340151539444916,0.0184,-0.013600000000000001,8e-4,0.2293504233390577,-0.2609694176773962,-0.9553686896400458
10044,2006-10-01,-0.04463052514791489,0.0323,0.0175,-0.0031,0.14491279806047636,-0.2543655011070816,-0.9553686896400458
10044,2006-11-01,0.1278276260375977,0.0171,0.006999999999999999,0.0014000000000000002,-0.1601114419001754,-0.2512415315408485,-0.9553686896400458
10044,2006-12-01,-5.185581240803e-4,0.0087,-0.011399999999999999,0.0273,-0.14399658488171435,-0.24826001965005487,-0.9553686896400458
10044,2007-01-01,-0.08943401279449463,0.013999999999999999,0.0013,-0.0068000000000000005,-0.20218728738949335,-0.2482308517247582,-0.9553686896400458
10044,2007-02-01,0.017761324596405028,-0.0196,0.011899999999999999,-0.0014000000000000002,-0.2593376557730151,-0.24689410603807105,-0.9553686896400458
10044,2007-03-01,-0.013091200816631317,0.0068000000000000005,0.0016,-0.0097,-0.5562397852300622,-0.25550543449634183,-0.9553686896400458
10044,2007-04-01,-0.007356390380859375,0.0349,-0.0216,-0.014499999999999999,-0.7143588959080296,-0.26068226102073433,-0.9553686896400458
10044,2007-05-01,0.1819637366771698,0.032400000000000005,0.0024,-0.006500000000000001,-0.7119970087729635,-0.25618866291182785,-0.9553686896400458
10044,2007-06-01,-0.00525783053226769,-0.0196,0.0074,-0.0105,-0.8695539377114804,-0.25595195122507935,-0.9553686896400458
10044,2007-07-01,0.1134499243497849,-0.0373,-0.026099999999999998,-0.0371,-1.3634210404867841,-0.25996460761617823,-0.9014132236804188
10044,2007-08-01,-0.05124121500253677,0.0092,-0.0012,-0.018600000000000002,-1.366749280053487,-0.25543635095237716,-0.9014132236804188
10044,2007-09-01,0.071746425855159765,0.0322,-0.0223,-0.022099999999999998,-1.3245946304802412,-0.2571816632856676,-0.9014132236804188
10044,2007-10-01,-0.03050966545641422,0.018000000000000002,8e-4,-0.0298,-0.9691010599910199,-0.25618015108170783,-0.9014132236804188
10044,2007-11-01,0.04916874114274979,-0.0483,-0.029300000000000003,-0.009399999999999999,-0.901228837562421,-0.23601744901556337,-0.9014132236804188
10044,2007-12-01,-0.0963073213815689,-0.0087,0.0013,-0.0055000000000000005,-0.5667501061828523,-0.23884418971567137,-0.9014132236804188
10044,2008-01-01,-0.264064738368988,-0.0636,-0.0103,0.0397,-0.13021105789369483,-0.2357619392942052,-0.9014132236804188
10044,2008-02-01,0.09085012937784195,-0.030899999999999997,-0.0043,-0.0084,-0.13486337131711107,-0.23932280815561094,-0.9014132236804188
10044,2008-03-01,-0.0119362297475338,-0.009300000000000001,0.0070999999999999995,0.003,-0.07738451001884712,-0.2526391088538418,-0.9014132236804188
10044,2008-04-01,-0.02327967554628849,0.046,-0.0172,-0.009399999999999999,-0.38336097484184223,-0.2471462193237909,-0.9014132236804188
10044,2008-05-01,-0.03919840909838676,0.018600000000000002,0.0296,-0.0143,-0.10479333564480679,-0.2504205767865831,-0.9014132236804188
10044,2008-06-01,-0.1814274053096771,-0.08439999999999999,0.0123,-0.0271,0.24758720523825406,-0.25051460524582597,-0.9014132236804188
10044,2008-07-01,-0.0710742517709732,-0.0077,0.026099999999999998,0.0542,0.27016399042513495,-0.243869016165268,-0.7727542324503718
10044,2008-08-01,0.015441093248128892,0.015300000000000001,0.036000000000000004,0.0159,0.22633919514146877,-0.2497359290478946,-0.7727542324503718
10044,2008-09-01,0.00959871547669172,-0.0924,-0.0123,0.0591,0.15807081236625442,-0.24575109269973053,-0.7727542324503718
10044,2008-10-01,-0.2258274121761322,-0.1723,-0.026000000000000002,-0.023,0.5106753088727757,-0.24314304502889064,-0.7727542324503718
10044,2008-11-01,-0.13202800838947298,-0.0786,-0.0285,-0.06309999999999999,0.5752940781528867,-0.24244080388137498,-0.7727542324503718
10044,2008-12-01,-0.1194030269980431,0.0174,0.0346,0.0014000000000000002,0.48072252047537894,-0.24774081988721733,-0.7727542324503718
10044,2009-01-01,0.2196987271308899,-0.0812,7.000000000000001e-4,-0.11289999999999999,-0.13232858264156197,-0.25086596617249796,-0.7727542324503718
10044,2009-02-01,-0.09377574006319046,-0.10099999999999999,5e-4,-0.0695,-0.12034582956018758,-0.2527274548475207,-0.7727542324503718
10044,2009-03-01,0.06480981748104095,0.0895,3e-4,0.0347,-0.24144011425738596,-0.24783640834407755,-0.7727542324503718
10044,2009-04-01,0.007223039229959248,0.1018,0.054000000000000006,0.0536,-0.4300331148632364,-0.24549051923939103,-0.7727542324503718
10044,2009-05-01,0.3570436537265778,0.0521,-0.0252,0.0028000000000000004,-0.187006721460158,-0.25294869889777233,-0.7727542324503718
10044,2009-06-01,-0.07240039685964585,0.0043,0.0263,-0.0273,-0.2801557349034183,-0.2534872694425883,-0.7727542324503718
10044,2009-07-01,0.05132856016755104,0.07719999999999999,0.0187,0.0483,-0.28125522942247927,-0.24300738068624395,-0.6628864980266855
10044,2009-08-01,-0.009487260302901267,0.0333,-0.0108,0.07629999999999999,-0.3054716592453442,-0.25326720383206186,-0.6628864980266855
10044,2009-09-01,0.13456328382492072,0.0408,0.024300000000000002,0.0105,-0.28844136482042704,-0.25229231998037316,-0.6628864980266855
10044,2009-10-01,-0.05333328247070313,-0.0259,-0.0435,-0.0421,-0.2811432948104673,-0.25360621487098783,-0.6628864980266855
10044,2009-11-01,0.02230037376284599,0.0556,-0.024,-0.0034000000000000002,-0.30686436903096354,-0.24593979237308627,-0.6628864980266855
10044,2009-12-01,-0.05934499779939651,0.0275,0.0605,-0.0017000000000000001,-0.3375551665582402,-0.2462902662426588,-0.6628864980266855
10044,2010-01-01,0.07408727705478668,-0.0336,0.004,0.0043,-0.3211750804880035,-0.24679765742901247,-0.6628864980266855
10044,2010-02-01,-0.006896534003317356,0.034,0.011899999999999999,0.0323,-0.4121488203659851,-0.25225355413889605,-0.6628864980266855
10044,2010-03-01,0.0771833526134491,0.06309999999999999,0.0148,0.022099999999999998,-0.338105320367754,-0.2531085847715417,-0.6628864980266855
10044,2010-04-01,0.034682681614160535,0.02,0.0487,0.028900000000000002,-0.3903732985347845,-0.258108962114775,-0.6628864980266855
10044,2010-05-01,-0.033713450825214396,-0.0789,9e-4,-0.024399999999999998,-0.4885824199635102,-0.2571766748576399,-0.6628864980266855
10044,2010-06-01,0.02077907306849957,-0.0557,-0.0182,-0.047,-0.5570278727451975,-0.26461125587908996,-0.6628864980266855
10044,2010-07-01,0.0171228030860424,0.0693,0.002,-0.0031,-0.5951868710898134,-0.26884190298598465,-0.6829793234259728
10044,2010-08-01,0.01577307639420033,-0.04769999999999999,-0.03,-0.019,-0.6705353783809803,-0.26616214782901787,-0.6829793234259728
10044,2010-09-01,-0.004266702274233103,0.09539999999999998,0.039599999999999996,-0.0316,-0.7374660612509754,-0.26729221336756315,-0.6829793234259728
10044,2010-10-01,0.003282620168849826,0.0388,0.011399999999999999,-0.024300000000000002,-0.7229797271015342,-0.2732436997640527,-0.6829793234259728
10044,2010-11-01,0.01654565689861774,0.006,0.0377,-0.0096,-0.711635170815473,-0.2687931271439966,-0.6829793234259728
10044,2010-12-01,0.01037114375978708,0.0682,0.0073,0.037000000000000005,-0.7598376394561813,-0.2736524127131423,-0.6829793234259728
10044,2011-01-01,0.05822128971815109,0.0199,-0.025,0.0083,-0.6834123862688475,-0.2747554908752082,-0.6829793234259728
10044,2011-02-01,0.01822995563745499,0.0349,0.015300000000000001,0.0127,-0.6782600844260909,-0.2772570357230795,-0.6829793234259728
10044,2011-03-01,0.008637878873944283,0.0046,0.0254,-0.0183,-0.6783617326261632,-0.2845796024293258,-0.6829793234259728
10044,2011-04-01,0.01434063632041216,0.028999999999999998,-0.0038,-0.024300000000000002,-0.6781007170479868,-0.28790484429135776,-0.6829793234259728
10044,2011-05-01,-0.003700535045936704,-0.0127,-0.0059,-0.0212,-0.7140878474025443,-0.2879615437271161,-0.6829793234259728
10044,2011-06-01,-0.04999995231628418,-0.0175,-0.0012,-0.0042,-0.7080437289404834,-0.2887654442276707,-0.6829793234259728
10044,2011-07-01,-0.07684211432933807,-0.0235,-0.0126,-0.009000000000000001,-0.6717652925090783,-0.28246022071287885,-0.7745478690972775
10044,2011-08-01,-0.0214578175753355,-0.0599,-0.0305,-0.0236,-0.7096899376902959,-0.2732316415309512,-0.7745478690972775
10044,2011-09-01,-0.03540213033556938,-0.0759,-0.0331,-0.0172,-0.7567439593449766,-0.26598616319900276,-0.7745478690972775
10044,2011-10-01,0.005875463131815195,0.11349999999999999,0.032799999999999996,0.001,-0.8498837396324489,-0.2602335931268619,-0.7745478690972775
10044,2011-11-01,0.02336441725492477,-0.0028000000000000004,-0.0016,-0.0046,-0.866852613257888,-0.26728390192063084,-0.7745478690972775
10044,2011-12-01,-0.0138568002730608,0.0074,-0.0059,0.0163,-0.869001932571291,-0.26619096902909556,-0.7745478690972775
10044,2012-01-01,0.01405150908976793,0.050499999999999996,0.0204,-0.0097,-0.8607529984469111,-0.26379227522418097,-0.7745478690972775
10044,2012-02-01,0.09584301710128784,0.044199999999999996,-0.018500000000000003,0.0043,-0.82248438607602,-0.25907865129631524,-0.7745478690972775
10044,2012-03-01,-0.01384452730417252,0.0311,-0.0064,0.011399999999999999,-0.8348627209043079,-0.25702387150228884,-0.7745478690972775
10044,2012-04-01,0.0302483644336462,-0.0085,-0.0042,-0.0078000000000000005,-0.8391030923091893,-0.2569322131081368,-0.7745478690972775
10044,2012-05-01,0.1057583706617355,-0.061900000000000004,7.000000000000001e-4,-0.010700000000000001,-0.9658200658610699,-0.25513097431481135,-0.7745478690972775
10044,2012-06-01,0.1015326082706451,0.038900000000000004,0.0067,0.0062,-0.938449303006561,-0.25572231321733147,-0.7745478690972775
10044,2012-07-01,0.06347822397947311,0.0079,-0.0274,-2e-4,-0.8715505152959399,-0.251196281287892,-0.6542656763593244
10044,2012-08-01,0.02197692712545395,0.0255,0.004699999999999999,0.013000000000000001,-0.8663849272947705,-0.2547903074126876,-0.6542656763593244
10044,2012-09-01,0.0216917263507843,0.0273,0.005,0.016,-0.8903347330166936,-0.25451689486312,-0.6542656763593244
10044,2012-10-01,-0.1592626703739166,-0.0176,-0.0115,0.0359,-0.8588153592448395,-0.2605580645579165,-0.6542656763593244
10044,2012-11-01,-0.016539717262983318,0.0078000000000000005,0.0063,-0.0084,-0.8067504545328528,-0.26515653167148706,-0.6542656763593244
10044,2012-12-01,0.019205093213915822,0.0118,0.0148,0.0351,-0.8169524592012453,-0.27014039196256456,-0.6542656763593244
10044,2013-01-01,0.1505680978298187,0.0557,0.0033,0.0096,-0.910984918516691,-0.2751260999318498,-0.6542656763593244
10044,2013-02-01,0.01975309662520885,0.0129,-0.0027,0.0011,-0.8705986715862157,-0.2776076239229963,-0.6542656763593244
10044,2013-03-01,0.001221526297740638,0.0403,0.008100000000000001,-0.0019,-0.8977756750648154,-0.2780224822996606,-0.6542656763593244
10044,2013-04-01,-0.006100025027990341,0.0155,-0.023700000000000002,0.0045000000000000005,-0.8931128206703651,-0.28121132706514684,-0.6542656763593244
10044,2013-05-01,0.07774142175912857,0.027999999999999997,0.017,0.0263,-0.8780545547063479,-0.2701950468313546,-0.6542656763593244
10044,2013-06-01,-0.04823890328407288,-0.012,0.013300000000000001,3e-4,-0.9705969994100623,-0.27021923433739997,-0.6542656763593244
10044,2013-07-01,0.0732099637389183,0.0565,0.0187,0.005699999999999999,-0.9854972157119544,-0.2692468526178112,-0.7774450869472198
10044,2013-08-01,-0.0764617770910263,-0.0271,0.0027,-0.0269,-0.9673444954849121,-0.28469915289915243,-0.7774450869472198
10044,2013-09-01,-0.0090089812874794,0.0377,0.0288,-0.012199999999999999,-0.9450179411220138,-0.27800785952791623,-0.7774450869472198
10044,2013-10-01,0.04793387651443481,0.0418,-0.015300000000000001,0.0125,-1.34615532210512,-0.2829031264378107,-0.7774450869472198
10044,2013-11-01,0.06545735895633698,0.0313,0.0129,0.0032,-1.4146165114174993,-0.2796745457362041,-0.7774450869472198
10044,2013-12-01,-0.1335820853710175,0.0281,-0.0046,-2e-4,-1.4378506339783723,-0.2756798760315088,-0.7774450869472198
10044,2014-01-01,0.003445302601903677,-0.0332,0.0089,-0.0207,-1.1360480352415872,-0.27860590888474573,-0.7774450869472198
10044,2014-02-01,0.02832620404660702,0.04650000000000001,0.0034999999999999996,-0.0031,-1.175325341800137,-0.2733288204001412,-0.7774450869472198
10044,2014-03-01,-0.01095198933035135,0.0043,-0.0181,0.0493,-1.0919696617983845,-0.2771426345391597,-0.7774450869472198
10044,2014-04-01,0.01788756810128689,-0.0019,-0.04190000000000001,0.011699999999999999,-1.1221249419088224,-0.27212460885628054,-0.7774450869472198
10044,2014-05-01,-0.02426775172352791,0.0206,-0.018799999999999997,-0.0013,-1.3507372072491923,-0.27438581451762817,-0.7774450869472198
10044,2014-06-01,0.1419912874698639,0.026099999999999998,0.030899999999999997,-0.006999999999999999,-1.3607068814134695,-0.274533258711503,-0.7774450869472198
10044,2014-07-01,-0.02956780977547169,-0.0204,-0.0429,3e-4,-1.3916937306791153,-0.27530717691980977,-0.7850178809000755
10044,2014-08-01,0.02109373733401299,0.0424,0.004,-0.0045000000000000005,-1.3929142320041834,-0.2676367465759292,-0.7850178809000755
10044,2014-09-01,-0.03240741416811943,-0.0197,-0.0371,-0.0134,-1.4199388140549563,-0.26406418877614524,-0.7850178809000755
10044,2014-10-01,-0.03589313849806786,0.0252,0.0421,-0.0181,-1.4987325581948276,-0.25760044876987,-0.7850178809000755
10044,2014-11-01,0.05542639642953873,0.0255,-0.0206,-0.030899999999999997,-1.4881199623703334,-0.25903015199295853,-0.7850178809000755
10044,2014-12-01,0.037154171615839,-6e-4,0.024900000000000002,0.0227,-1.470424819688701,-0.2619313718298984,-0.7850178809000755
10044,2015-01-01,0.03887197002768517,-0.0311,-0.005600000000000001,-0.0358,-1.4407876541148719,-0.26800941686971935,-0.7850178809000755
10044,2015-02-01,0.1291269510984421,0.0613,0.0063,-0.018600000000000002,-1.3325419553830595,-0.2773442497414116,-0.7850178809000755
10044,2015-03-01,-0.08513426035642624,-0.011200000000000002,0.0304,-0.0037,-1.3529467870139673,-0.2770487233474334,-0.7850178809000755
10044,2015-04-01,-0.08733001351356506,0.0059,-0.030600000000000002,0.0182,-1.3457932617847053,-0.2850476135782405,-0.7850178809000755
10044,2015-05-01,0.03764703124761581,0.013600000000000001,0.009300000000000001,-0.011399999999999999,-1.3186908992085862,-0.26625131134306274,-0.7850178809000755
10044,2015-06-01,0.004576690960675478,-0.015300000000000001,0.0291,-0.0079,-1.2761297116339925,-0.2715664145208752,-0.7850178809000755
10044,2015-07-01,-0.01442676782608032,0.0154,-0.0417,-0.041299999999999996,-1.239669807583337,-0.27606525254814546,-0.4546350346200158
10044,2015-08-01,-0.06856697052717209,-0.0604,0.0033,0.0277,-1.0704595596964237,-0.2728409906702327,-0.4546350346200158
10044,2015-09-01,-0.060150396078825,-0.030699999999999998,-0.0262,0.005600000000000001,-0.8778361091875375,-0.2725222861484298,-0.4546350346200158
10044,2015-10-01,-0.01422220841050148,0.0775,-0.018799999999999997,-0.0046,-0.9785688650494405,-0.26662521913560294,-0.4546350346200158
10044,2015-11-01,-9.017238044179976e-4,0.005600000000000001,0.036000000000000004,-0.0042,-0.9838236883744167,-0.25676111503392307,-0.4546350346200158
10044,2015-12-01,-0.01926058734059334,-0.0217,-0.028399999999999998,-0.026099999999999998,-0.9198826209273856,-0.2525736324447733,-0.4546350346200158
10044,2016-01-01,-0.02707673998773098,-0.057699999999999994,-0.0342,0.0209,-0.9345785499771488,-0.2484523104447768,-0.4546350346200158
10044,2016-02-01,-0.003068032548576593,-7.000000000000001e-4,0.0073,-0.005699999999999999,-0.9299148310595239,-0.24306887961165755,-0.4546350346200158
10044,2016-03-01,-0.01377908267527819,0.0696,0.008199999999999999,0.011899999999999999,-1.0527462427063898,-0.25084188162575044,-0.4546350346200158
10044,2016-04-01,-0.009932879528403282,0.0091,0.0076,0.032799999999999996,-1.0528216290733179,-0.2508510361194315,-0.4546350346200158
10044,2016-05-01,-0.010030429980158805,0.0178,-0.0017000000000000001,-0.0166,-1.0623748709878438,-0.2612074140073201,-0.4546350346200158
10044,2016-06-01,0.02989020537137985,-5e-4,0.0060999999999999995,-0.0148,-1.0932180621964669,-0.2567086173359883,-0.4546350346200158
10044,2016-07-01,0.04512020166516304,0.0395,0.024900000000000002,-0.0132,-1.1300574419488918,-0.2601520913027746,-0.4329139082997785
10044,2016-08-01,0.03184525634646416,0.0049,0.0115,0.0318,-1.0604187032624806,-0.25291615178645377,-0.4329139082997785
10044,2016-09-01,-0.03307667036056519,0.0025,0.0212,-0.0124,-0.964210179407779,-0.2523392959841443,-0.4329139082997785
